contractor_index,business_name,address_street,address_city,address_state,contractor_match_text,candidate_rank,candidate_report_id,candidate_event_desc,tfidf_score,rapidfuzz_score,combined
2,DNA FLOORS,6085 PEORIA DR,CITRUS HEIGHTS,CA,dna floors 6085 peoria dr citrus heights ca 95621,2,0950633,Employee injured in fall from citrus tree,0.10392247363836271,35.294117647058826,0.20352995477125294
2,DNA FLOORS,6085 PEORIA DR,CITRUS HEIGHTS,CA,dna floors 6085 peoria dr citrus heights ca 95621,3,0950635,Worker Crushes Vertebrae in Fall from Roof,0.0,31.746031746031747,0.12698412698412698
2,DNA FLOORS,6085 PEORIA DR,CITRUS HEIGHTS,CA,dna floors 6085 peoria dr citrus heights ca 95621,4,0215000,Employee Crushed by Material Hoist,0.0,37.83783783783784,0.15135135135135136
2,DNA FLOORS,6085 PEORIA DR,CITRUS HEIGHTS,CA,dna floors 6085 peoria dr citrus heights ca 95621,5,0551800,EMPLOYEE DIED AT WORK FROM NATURAL CAUSES,0.0,37.735849056603776,0.15094339622641512
3,DYNAMIC IRON WORKS INC,PO BOX 38,NORTH HIGHLANDS,CA,dynamic iron works inc po box 38 north highlands ca 95660,1,0950631,Employee Burns And Amputates Finger While Cleaning Iron Belt,0.15485625714026346,33.557046979865774,0.22714194220362116
3,DYNAMIC IRON WORKS INC,PO BOX 38,NORTH HIGHLANDS,CA,dynamic iron works inc po box 38 north highlands ca 95660,2,0950633,Iron Worker Is Killed by Falling Beam,0.10309951725632972,35.55555555555556,0.20408193257602006
3,DYNAMIC IRON WORKS INC,PO BOX 38,NORTH HIGHLANDS,CA,dynamic iron works inc po box 38 north highlands ca 95660,3,0452110,Employee Is Struck and Killed by Box Truck,0.08371137854242568,38.80597014925373,0.20545070772247034
3,DYNAMIC IRON WORKS INC,PO BOX 38,NORTH HIGHLANDS,CA,dynamic iron works inc po box 38 north highlands ca 95660,4,0522300,"TWO EMPLOYEES FALL FROM ELEVATOR, ONE IS KILLED",0.0794273690704508,35.06493506493507,0.18791616170201075
3,DYNAMIC IRON WORKS INC,PO BOX 38,NORTH HIGHLANDS,CA,dynamic iron works inc po box 38 north highlands ca 95660,5,0950632,Employee's Back Is Sprained While Lifting Box,0.07901488514069344,37.3134328358209,0.19666266242769964
4,ECOPLANET LANDSCAPE & MAINTENANCE SERVICES,1105 CARMELITA AVE,SACRAMENTO,CA,ecoplanet landscape & maintenance services 1105 carmelita ave sacramento ca 95838,1,0950644,Employee Falls from Roof Whileperforming Maintenance,0.07990880123716158,41.42011834319526,0.213625754115078
4,ECOPLANET LANDSCAPE & MAINTENANCE SERVICES,1105 CARMELITA AVE,SACRAMENTO,CA,ecoplanet landscape & maintenance services 1105 carmelita ave sacramento ca 95838,2,0950632,Maintenance Worker Dies after Fall,0.06648978865284565,41.717791411042946,0.2067650388358792
4,ECOPLANET LANDSCAPE & MAINTENANCE SERVICES,1105 CARMELITA AVE,SACRAMENTO,CA,ecoplanet landscape & maintenance services 1105 carmelita ave sacramento ca 95838,3,0950614,Employee's finger amputated while performing maintenance,0.06071901290467268,42.32804232804233,0.20574357705497293
4,ECOPLANET LANDSCAPE & MAINTENANCE SERVICES,1105 CARMELITA AVE,SACRAMENTO,CA,ecoplanet landscape & maintenance services 1105 carmelita ave sacramento ca 95838,4,0950633,Maintenance Worker Hospitalized After Falling Off a Ladder,0.05722296069188666,42.42424242424242,0.20403074611210167
4,ECOPLANET LANDSCAPE & MAINTENANCE SERVICES,1105 CARMELITA AVE,SACRAMENTO,CA,ecoplanet landscape & maintenance services 1105 carmelita ave sacramento ca 95838,5,0454732,MAINTENANCE EMPLOYEE STRUCK AND KILLED BY FALLING ELEVATOR,0.0561042095803352,41.83673469387755,0.20100946452371132
5,EISENBEISZ ELECTRIC,PO BOX 1283,GALT,CA,eisenbeisz electric po box 1283 galt ca 95632,1,0453730,Employee Suffers Electric Shock from Electric Control Panel,0.14771788410727588,39.66942148760331,0.24730841641477874
5,EISENBEISZ ELECTRIC,PO BOX 1283,GALT,CA,eisenbeisz electric po box 1283 galt ca 95632,2,1054118,ELECTRIC SHOCK - GROUND FAULT IN JUNCTION BOX,0.1436790822830975,42.10526315789474,0.2546285020014375
5,EISENBEISZ ELECTRIC,PO BOX 1283,GALT,CA,eisenbeisz electric po box 1283 galt ca 95632,3,0452110,Employee Is Struck and Killed by Box Truck,0.10056918558733227,36.0655737704918,0.2046038064343666
5,EISENBEISZ ELECTRIC,PO BOX 1283,GALT,CA,eisenbeisz electric po box 1283 galt ca 95632,4,0454510,ELECTRIC SHOCK - DIRECT CONTACT WITH ENERGIZED PARTS,0.09766476860359233,37.80487804878049,0.20981837335727738
5,EISENBEISZ ELECTRIC,PO BOX 1283,GALT,CA,eisenbeisz electric po box 1283 galt ca 95632,5,0950632,Employee's Back Is Sprained While Lifting Box,0.09492691180385712,34.42622950819673,0.1946610651151012
6,DUNCAN CUSTOM CONCRETE,241 ASCOT AVE,RIO LINDA,CA,duncan custom concrete 241 ascot ave rio linda ca 95673,1,0728900,Employee injured in concrete mixer drum,0.06802909475358287,37.9746835443038,0.19271619102936494
6,DUNCAN CUSTOM CONCRETE,241 ASCOT AVE,RIO LINDA,CA,duncan custom concrete 241 ascot ave rio linda ca 95673,2,0552651,Employee Is Killed by Concrete Panel,0.062179215000286434,35.526315789473685,0.1794127921580666
6,DUNCAN CUSTOM CONCRETE,241 ASCOT AVE,RIO LINDA,CA,duncan custom concrete 241 ascot ave rio linda ca 95673,3,0352420,EMPLOYEE CAUGHT IN CONCRETE MIXER,0.06051668201673763,40.54054054054054,0.19847217137220474
6,DUNCAN CUSTOM CONCRETE,241 ASCOT AVE,RIO LINDA,CA,duncan custom concrete 241 ascot ave rio linda ca 95673,4,0215000,Employee injured when struck by falling concrete slab,0.05762574237478011,40.55944055944056,0.19681320766263033
6,DUNCAN CUSTOM CONCRETE,241 ASCOT AVE,RIO LINDA,CA,duncan custom concrete 241 ascot ave rio linda ca 95673,5,0626700,Three employees injured when struck by concrete,0.05485226384116957,39.16083916083916,0.1895547149480584
7,WATSON CONSTRUCTION,2413 SANDRINGHAM ROAD,SACRAMENTO,CA,watson construction 2413 sandringham road sacramento ca 95825,1,0522500,Employee struck and killed by train,0.10555598649310677,38.70967741935484,0.21817230157328343
7,WATSON CONSTRUCTION,2413 SANDRINGHAM ROAD,SACRAMENTO,CA,watson construction 2413 sandringham road sacramento ca 95825,2,0627100,Employee is crushed and killed by overturned compactor,0.09716612951423216,36.09756097560975,0.20268992161097832
7,WATSON CONSTRUCTION,2413 SANDRINGHAM ROAD,SACRAMENTO,CA,watson construction 2413 sandringham road sacramento ca 95825,3,0453710,Employee Is Killed When Struck by Excavator Bucket,0.09705927843893802,40.22346368715084,0.21912942181196618
7,WATSON CONSTRUCTION,2413 SANDRINGHAM ROAD,SACRAMENTO,CA,watson construction 2413 sandringham road sacramento ca 95825,4,0521700,Road worker killed when struck by motor vehicle,0.0910862791897007,37.0,0.2026517675138204
7,WATSON CONSTRUCTION,2413 SANDRINGHAM ROAD,SACRAMENTO,CA,watson construction 2413 sandringham road sacramento ca 95825,5,0950411,Employee Is Killed When Crushed by Milling Machine,0.08807833103578412,37.11340206185567,0.20130060686889314
8,STANDARD & KINGS,2609 5TH AVE,SACRAMENTO,CA,standard & kings 2609 5th ave sacramento ca 95818,1,0950631,Employee Finger Is Cut by Skilsaw,0.0,29.931972789115648,0.1197278911564626
8,STANDARD & KINGS,2609 5TH AVE,SACRAMENTO,CA,standard & kings 2609 5th ave sacramento ca 95818,2,0950642,Employee Is Injured after Struck by Steel Plates in Legs,0.0,29.931972789115648,0.1197278911564626
8,STANDARD & KINGS,2609 5TH AVE,SACRAMENTO,CA,standard & kings 2609 5th ave sacramento ca 95818,3,0521400,Employee killed in fall from ladder,0.0,29.931972789115648,0.1197278911564626
8,STANDARD & KINGS,2609 5TH AVE,SACRAMENTO,CA,standard & kings 2609 5th ave sacramento ca 95818,4,0551800,EMPLOYEE KILLED IN TRASH TRUCK ACCIDENT,0.0,29.931972789115648,0.1197278911564626
8,STANDARD & KINGS,2609 5TH AVE,SACRAMENTO,CA,standard & kings 2609 5th ave sacramento ca 95818,5,0950621,Employee Suffers from Heat Stroke,0.0,29.940119760479035,0.11976047904191614
9,JH WINDOW TINTING INC,8188 ELDER CREEK RD,SACRAMENTO,CA,jh window tinting inc 8188 elder creek rd sacramento ca 95824,1,0352440,EMPLOYEE INJURED IN FALL FROM WINDOW,0.10338966636782576,36.6412213740458,0.20859868531687864
9,JH WINDOW TINTING INC,8188 ELDER CREEK RD,SACRAMENTO,CA,jh window tinting inc 8188 elder creek rd sacramento ca 95824,2,0336000,Employee killed in fall while washing windows,0.07536479796625889,36.04651162790697,0.18940492529138322
9,JH WINDOW TINTING INC,8188 ELDER CREEK RD,SACRAMENTO,CA,jh window tinting inc 8188 elder creek rd sacramento ca 95824,3,0352440,Employee injured in fall into window well,0.06994079105156266,35.6020942408377,0.1843728515942884
9,JH WINDOW TINTING INC,8188 ELDER CREEK RD,SACRAMENTO,CA,jh window tinting inc 8188 elder creek rd sacramento ca 95824,4,0950622,Employee fractures leg in fall from roof,0.0664267601342477,36.57142857142857,0.18614177036626292
9,JH WINDOW TINTING INC,8188 ELDER CREEK RD,SACRAMENTO,CA,jh window tinting inc 8188 elder creek rd sacramento ca 95824,5,0950636,Employee Fractures Leg When Pallet Jack Load Falls on Him,0.0,35.36585365853658,0.14146341463414633
10,V3 ELECTRIC INC,11020 WHITE ROCK RD,RANCHO CORDOVA,CA,v3 electric inc 11020 white rock rd rancho cordova ca 95670,1,0950641,ELECTRIC SHOCK - GROUND FAULT IN ELECTRIC SWITCH,0.0474040077573677,35.467980295566505,0.17031432583668665
10,V3 ELECTRIC INC,11020 WHITE ROCK RD,RANCHO CORDOVA,CA,v3 electric inc 11020 white rock rd rancho cordova ca 95670,2,0453730,Employee Suffers Electric Shock from Electric Control Panel,0.04685037249367928,41.48148148148148,0.19403614942213349
10,V3 ELECTRIC INC,11020 WHITE ROCK RD,RANCHO CORDOVA,CA,v3 electric inc 11020 white rock rd rancho cordova ca 95670,3,0950411,Employee Receives Electric Shock,0.042555460528101975,40.0,0.18553327631686123
10,V3 ELECTRIC INC,11020 WHITE ROCK RD,RANCHO CORDOVA,CA,v3 electric inc 11020 white rock rd rancho cordova ca 95670,4,0317500,ELECTRIC SHOCK - CAUSE UNKNOWN,0.04235621425843319,38.1578947368421,0.17804530750242833
10,V3 ELECTRIC INC,11020 WHITE ROCK RD,RANCHO CORDOVA,CA,v3 electric inc 11020 white rock rd rancho cordova ca 95670,5,0452110,ELECTRIC SHOCK & FALL - CAUSE UNKNOWN,0.04128896545784047,38.32335329341317,0.17806679244835696
11,DRP ELECTRIC INC,6213 26TH STREET,RIO LINDA,CA,drp electric inc 6213 26th street rio linda ca 95673,1,0453730,Employee Suffers Electric Shock from Electric Control Panel,0.048413442906964914,37.5,0.17904806574417897
11,DRP ELECTRIC INC,6213 26TH STREET,RIO LINDA,CA,drp electric inc 6213 26th street rio linda ca 95673,2,0830100,ELECTRIC SHOCK - GROUND FAULT IN ELECTRIC DRILL,0.045981742559096844,34.52380952380952,0.16568428363069618
11,DRP ELECTRIC INC,6213 26TH STREET,RIO LINDA,CA,drp electric inc 6213 26th street rio linda ca 95673,3,0950411,Employee Receives Electric Shock,0.04397523966185795,38.83495145631068,0.1817249496223575
11,DRP ELECTRIC INC,6213 26TH STREET,RIO LINDA,CA,drp electric inc 6213 26th street rio linda ca 95673,4,0317500,ELECTRIC SHOCK - CAUSE UNKNOWN,0.04376934593278809,38.62068965517241,0.18074436618036252
11,DRP ELECTRIC INC,6213 26TH STREET,RIO LINDA,CA,drp electric inc 6213 26th street rio linda ca 95673,5,0452110,ELECTRIC SHOCK & FALL - CAUSE UNKNOWN,0.04266649047775424,36.25,0.17059989428665254
12,COMMERCIAL FLOORING INSTALLERS INC,12412 GOLD FLAKE CT,RANCHO CORDOVA,CA,commercial flooring installers inc 12412 gold flake ct rancho cordova ca 95742,1,0213100,DROWNED DURING COMMERCIAL DIVING OPERATION,0.16019648346277576,44.97041420118343,0.2759995468823992
12,COMMERCIAL FLOORING INSTALLERS INC,12412 GOLD FLAKE CT,RANCHO CORDOVA,CA,commercial flooring installers inc 12412 gold flake ct rancho cordova ca 95742,2,0950633,Worker Is Injured While Working on Commercial Jobsite,0.14867341767877973,45.16129032258065,0.2698492118975904
12,COMMERCIAL FLOORING INSTALLERS INC,12412 GOLD FLAKE CT,RANCHO CORDOVA,CA,commercial flooring installers inc 12412 gold flake ct rancho cordova ca 95742,3,0627700,Employee Is Killed in Fall from Ladder,0.0,36.61971830985915,0.14647887323943662
12,COMMERCIAL FLOORING INSTALLERS INC,12412 GOLD FLAKE CT,RANCHO CORDOVA,CA,commercial flooring installers inc 12412 gold flake ct rancho cordova ca 95742,4,0521700,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BULL FLOAT,0.0,41.1764705882353,0.1647058823529412
12,COMMERCIAL FLOORING INSTALLERS INC,12412 GOLD FLAKE CT,RANCHO CORDOVA,CA,commercial flooring installers inc 12412 gold flake ct rancho cordova ca 95742,5,1055310,Employee Is Killed in Crane Accident,0.0,41.05960264900662,0.1642384105960265
13,CARMICHAEL CONSTRUCTION INC,6201 WILDOMAR WAY,CARMICHAEL,CA,carmichael construction inc 6201 wildomar way carmichael ca 95608,1,0950614,Employee injured after falling from house under construction,0.021632411809197685,39.436619718309856,0.17072592595875807
13,CARMICHAEL CONSTRUCTION INC,6201 WILDOMAR WAY,CARMICHAEL,CA,carmichael construction inc 6201 wildomar way carmichael ca 95608,2,0523310,CONSTRUCTION EMPLOYEE DIED OF CARDIAC ARREST,0.02010960146996185,45.16129032258065,0.1927109221722997
13,CARMICHAEL CONSTRUCTION INC,6201 WILDOMAR WAY,CARMICHAEL,CA,carmichael construction inc 6201 wildomar way carmichael ca 95608,3,0521700,Construction Employee Dies in Fall,0.020100749090558,38.57142857142857,0.16634616374004907
13,CARMICHAEL CONSTRUCTION INC,6201 WILDOMAR WAY,CARMICHAEL,CA,carmichael construction inc 6201 wildomar way carmichael ca 95608,4,0215800,CONSTRUCTION EMPLOYEE KILLED IN FALL FROM ROOF,0.01979524591611258,39.735099337748345,0.17081754490066095
13,CARMICHAEL CONSTRUCTION INC,6201 WILDOMAR WAY,CARMICHAEL,CA,carmichael construction inc 6201 wildomar way carmichael ca 95608,5,0317000,CONSTRUCTION EMPLOYEE KILLED IN FALL THROUGH ROOF,0.01963602239373496,36.477987421383645,0.15769356312177557
14,JAVI'S ROOFING INC,7210 22ND STREET,RIO LINDA,CA,javi's roofing inc 7210 22nd street rio linda ca 95673,1,0352460,Employee injured by falling roofing debris,0.09217234647337415,32.74853801169591,0.18629755993080815
14,JAVI'S ROOFING INC,7210 22ND STREET,RIO LINDA,CA,javi's roofing inc 7210 22nd street rio linda ca 95673,2,0950411,Employee killed in fall when roofing joist collapses,0.07735447888712291,34.09090909090909,0.18277632369591013
14,JAVI'S ROOFING INC,7210 22ND STREET,RIO LINDA,CA,javi's roofing inc 7210 22nd street rio linda ca 95673,3,0551800,HAND CAUGHT IN POWER PRESS,0.0,32.65306122448979,0.13061224489795917
14,JAVI'S ROOFING INC,7210 22ND STREET,RIO LINDA,CA,javi's roofing inc 7210 22nd street rio linda ca 95673,4,0524530,EMPLOYEE FELL INTO WATER FROM MOORING DOCK,0.0,37.5,0.15000000000000002
14,JAVI'S ROOFING INC,7210 22ND STREET,RIO LINDA,CA,javi's roofing inc 7210 22nd street rio linda ca 95673,5,0626000,Worker Sorting Parts Dies of Heart Attack,0.0,37.410071942446045,0.1496402877697842
15,EMERALD PAINTING INC,5120 59TH ST,SACRAMENTO,CA,emerald painting inc 5120 59th st sacramento ca 95820,1,0950621,Employee's fingertips severed in painting machine,0.1494386949897693,35.526315789473685,0.23176848015175633
15,EMERALD PAINTING INC,5120 59TH ST,SACRAMENTO,CA,emerald painting inc 5120 59th st sacramento ca 95820,2,0950612,Employee Is Injured in Fall from Ladder While Painting,0.13237922189929077,42.857142857142854,0.2508561045681459
15,EMERALD PAINTING INC,5120 59TH ST,SACRAMENTO,CA,emerald painting inc 5120 59th st sacramento ca 95820,3,0950641,"Employee Is Found Unconscious, Later Dies, Not Job Related",0.11751012924763582,36.12903225806452,0.21502220658083956
15,EMERALD PAINTING INC,5120 59TH ST,SACRAMENTO,CA,emerald painting inc 5120 59th st sacramento ca 95820,4,0830600,Employee is killed in fall from ladder while painting,0.11150528493438358,37.2093023255814,0.21574038026295572
15,EMERALD PAINTING INC,5120 59TH ST,SACRAMENTO,CA,emerald painting inc 5120 59th st sacramento ca 95820,5,0950611,Employee injured when struck on forehead by blown off cap,0.0895116445754407,35.1219512195122,0.1941947916233132
16,FAIRCHILD GENERAL CONSTRUCTION,P O BOX 2534,ORANGEVALE,CA,fairchild general construction p o box 2534 orangevale ca 95662,1,0950632,Employee's Back Is Sprained While Lifting Box,0.07378952688690446,37.142857142857146,0.19284514470357125
16,FAIRCHILD GENERAL CONSTRUCTION,P O BOX 2534,ORANGEVALE,CA,fairchild general construction p o box 2534 orangevale ca 95662,2,0950621,Employee Injures Forearm When Box Bends,0.06871944573701082,40.84507042253521,0.20461194913234734
16,FAIRCHILD GENERAL CONSTRUCTION,P O BOX 2534,ORANGEVALE,CA,fairchild general construction p o box 2534 orangevale ca 95662,3,0552652,Employee killed by falling dump truck box,0.06095902504838839,41.340782122905026,0.20193854352065313
16,FAIRCHILD GENERAL CONSTRUCTION,P O BOX 2534,ORANGEVALE,CA,fairchild general construction p o box 2534 orangevale ca 95662,4,0950624,Employee Injures Right Thumb in Box Forming Machine,0.05945028582588718,36.92307692307692,0.18336247918784
16,FAIRCHILD GENERAL CONSTRUCTION,P O BOX 2534,ORANGEVALE,CA,fairchild general construction p o box 2534 orangevale ca 95662,5,0950624,Employee's fingers crushed by box lid,0.056101950707879863,37.56345177664975,0.1839149775313269
17,TGW PAINTING & SERVICES,2795 E BIDWELL STREET SUITE100-233,FOLSOM,CA,tgw painting & services 2795 e bidwell street suite100-233 folsom ca 95630,1,0950613,Employee Falls from Street Sweeper While Cleaning Runway,0.10490223558929763,37.28813559322034,0.21209388372645993
17,TGW PAINTING & SERVICES,2795 E BIDWELL STREET SUITE100-233,FOLSOM,CA,tgw painting & services 2795 e bidwell street suite100-233 folsom ca 95630,2,0950621,Employee's fingertips severed in painting machine,0.09413611253686924,34.6820809248555,0.19520999122154353
17,TGW PAINTING & SERVICES,2795 E BIDWELL STREET SUITE100-233,FOLSOM,CA,tgw painting & services 2795 e bidwell street suite100-233 folsom ca 95630,3,0950612,Employee Is Injured in Fall from Ladder While Painting,0.08338981634648211,39.75155279503105,0.2090401009880135
17,TGW PAINTING & SERVICES,2795 E BIDWELL STREET SUITE100-233,FOLSOM,CA,tgw painting & services 2795 e bidwell street suite100-233 folsom ca 95630,4,0950641,"Employee Is Found Unconscious, Later Dies, Not Job Related",0.0740233093700049,36.36363636363637,0.1898685310765484
17,TGW PAINTING & SERVICES,2795 E BIDWELL STREET SUITE100-233,FOLSOM,CA,tgw painting & services 2795 e bidwell street suite100-233 folsom ca 95630,5,0830600,Employee is killed in fall from ladder while painting,0.07024066993998718,35.233160621761655,0.18307704445103892
18,J & H MARKINGS CO INC,2627 LA FRANCE DRIVE,CARMICHAEL,CA,j & h markings co inc 2627 la france drive carmichael ca 95608,1,0950644,Employee Amputates Finger in Drive Chain,0.11452195389578496,35.55555555555556,0.21093539455969318
18,J & H MARKINGS CO INC,2627 LA FRANCE DRIVE,CARMICHAEL,CA,j & h markings co inc 2627 la france drive carmichael ca 95608,2,1054115,Employee Is Injured When Hair Entangled in a Drive Shaft,0.09579382732698372,34.920634920634924,0.19715883607872994
18,J & H MARKINGS CO INC,2627 LA FRANCE DRIVE,CARMICHAEL,CA,j & h markings co inc 2627 la france drive carmichael ca 95608,3,0950635,Employee's fingers amputated in chain drive,0.06270340179609445,35.838150289017335,0.180974642233726
18,J & H MARKINGS CO INC,2627 LA FRANCE DRIVE,CARMICHAEL,CA,j & h markings co inc 2627 la france drive carmichael ca 95608,4,1055310,Truck driver killed in head-on collision with suicidal drive,0.0620537425342093,36.0655737704918,0.18149454060249282
18,J & H MARKINGS CO INC,2627 LA FRANCE DRIVE,CARMICHAEL,CA,j & h markings co inc 2627 la france drive carmichael ca 95608,5,1055340,Employee is killed when leg is caught in drive chain,0.05554292327291718,34.93975903614458,0.17308479010832864
19,MANNY'S PAINTING,8645 ACACIA WOODS COURT,ANTELOPE,CA,manny's painting 8645 acacia woods court antelope ca 95843,1,0950621,Employee's fingertips severed in painting machine,0.13051606587885625,39.49044585987261,0.2362714229668042
19,MANNY'S PAINTING,8645 ACACIA WOODS COURT,ANTELOPE,CA,manny's painting 8645 acacia woods court antelope ca 95843,2,0950612,Employee Is Injured in Fall from Ladder While Painting,0.11561674335808675,41.37931034482759,0.23488728739416237
19,MANNY'S PAINTING,8645 ACACIA WOODS COURT,ANTELOPE,CA,manny's painting 8645 acacia woods court antelope ca 95843,3,1054111,Employee injured in fall from scaffold while painting,0.11184321942395878,35.42857142857143,0.20882021736866102
19,MANNY'S PAINTING,8645 ACACIA WOODS COURT,ANTELOPE,CA,manny's painting 8645 acacia woods court antelope ca 95843,4,0950641,"Employee Is Found Unconscious, Later Dies, Not Job Related",0.10263044502206961,38.75,0.2165782670132418
19,MANNY'S PAINTING,8645 ACACIA WOODS COURT,ANTELOPE,CA,manny's painting 8645 acacia woods court antelope ca 95843,5,0830600,Employee is killed in fall from ladder while painting,0.09738596228595926,35.028248587570616,0.19854457172185802
20,ALL ABOUT GRANITE,631 NORTH MARKET BLVD SUITE G,SACRAMENTO,CA,all about granite 631 north market blvd suite g sacramento ca 95833,1,0215300,Employee Is Struck by Falling Granite Slabs and Is Killed,0.1476977963262818,40.0,0.24861867779576913
20,ALL ABOUT GRANITE,631 NORTH MARKET BLVD SUITE G,SACRAMENTO,CA,all about granite 631 north market blvd suite g sacramento ca 95833,2,0453720,Granite Slabs Strike And Kill Employee,0.10992758488783602,39.053254437869825,0.22216956868418092
20,ALL ABOUT GRANITE,631 NORTH MARKET BLVD SUITE G,SACRAMENTO,CA,all about granite 631 north market blvd suite g sacramento ca 95833,3,0524700,"Granite Piece Falls on Employee, Fracturing Foot",0.09473778451621526,37.91469194312796,0.208501438482241
20,ALL ABOUT GRANITE,631 NORTH MARKET BLVD SUITE G,SACRAMENTO,CA,all about granite 631 north market blvd suite g sacramento ca 95833,4,0950645,Employee's ankle fractured by falling tent beam,0.0,38.9937106918239,0.15597484276729562
20,ALL ABOUT GRANITE,631 NORTH MARKET BLVD SUITE G,SACRAMENTO,CA,all about granite 631 north market blvd suite g sacramento ca 95833,5,0950641,ELECTRIC SHOCK - GROUND FAULT IN ELECTRIC SWITCH,0.0,35.07109004739337,0.1402843601895735
21,PRO-PLUMBING INC,7100 VAN MAREN LN,CITRUS HEIGHTS,CA,pro-plumbing inc 7100 van maren ln citrus heights ca 95621,1,0950633,Employee injured in fall from citrus tree,0.10928973675943425,35.86206896551724,0.2090221179177295
21,PRO-PLUMBING INC,7100 VAN MAREN LN,CITRUS HEIGHTS,CA,pro-plumbing inc 7100 van maren ln citrus heights ca 95621,2,0420600,Farm Worker Is Kille Dwhen Struck by a Van,0.09955832955098988,34.58646616541354,0.19808086239224812
21,PRO-PLUMBING INC,7100 VAN MAREN LN,CITRUS HEIGHTS,CA,pro-plumbing inc 7100 van maren ln citrus heights ca 95621,3,0418300,Employee dies from head injuries after falling from van,0.0936229642450918,32.85714285714286,0.18760234997562653
21,PRO-PLUMBING INC,7100 VAN MAREN LN,CITRUS HEIGHTS,CA,pro-plumbing inc 7100 van maren ln citrus heights ca 95621,4,0950645,Employee's hand crushed in Van Dorn press,0.09096481070109524,36.496350364963504,0.20056428788051117
21,PRO-PLUMBING INC,7100 VAN MAREN LN,CITRUS HEIGHTS,CA,pro-plumbing inc 7100 van maren ln citrus heights ca 95621,5,0950643,Employee Fractures Arm Trying to Lower Van Lift Gate,0.06536158220102141,35.028248587570616,0.1793299436708953
22,ALLIED ENTERPRISE GROUP INC WHICH WILL DO BUSINESS IN CALIFORNIA,2377 RAINBOW AVE,SACRAMENTO,CA,allied enterprise group inc which will do business in california 2377 rainbow ave sacramento ca 95821,1,0950623,Employee's fingers fractured in meat grinder,0.0,37.62376237623762,0.15049504950495052
22,ALLIED ENTERPRISE GROUP INC WHICH WILL DO BUSINESS IN CALIFORNIA,2377 RAINBOW AVE,SACRAMENTO,CA,allied enterprise group inc which will do business in california 2377 rainbow ave sacramento ca 95821,2,0950633,Employee Fractures Neck in Fall from Canopies,0.0,37.634408602150536,0.15053763440860216
22,ALLIED ENTERPRISE GROUP INC WHICH WILL DO BUSINESS IN CALIFORNIA,2377 RAINBOW AVE,SACRAMENTO,CA,allied enterprise group inc which will do business in california 2377 rainbow ave sacramento ca 95821,3,0950623,Employee injures his finger with a hammer,0.0,37.634408602150536,0.15053763440860216
